chrom,start,end,foxa2_normal_like_atac,foxa2_abnormal_like_atac,delta_abnormal_minus_normal,absolute_delta,bin_label
chr1,11500000,12000000,35.87537166043915,42.26692266301584,6.391551002576691,6.391551002576691,chr1:11500000-12000000
chr1,12000000,12500000,31.834236473238104,37.06542731704732,5.23119084380922,5.23119084380922,chr1:12000000-12500000
chr1,12500000,13000000,42.825547195537965,52.90288852964492,10.077341334106954,10.077341334106954,chr1:12500000-13000000
chr1,13000000,13500000,9.921281880189799,4.843470527042556,-5.077811353147243,5.077811353147243,chr1:13000000-13500000
chr1,13500000,14000000,8.37288430498667,3.0789961407044615,-5.293888164282208,5.293888164282208,chr1:13500000-14000000
chr1,14000000,14500000,10.743225000349442,13.8227905287112,3.0795655283617585,3.0795655283617585,chr1:14000000-14500000
chr1,14500000,15000000,2.4801668908786167,2.462029957173891,-0.01813693370472569,0.01813693370472569,chr1:14500000-15000000
chr1,15000000,15500000,3.793592695476874,5.432531845192731,1.6389391497158567,1.6389391497158567,chr1:15000000-15500000
chr1,15500000,16000000,43.14998023897831,32.86806306701921,-10.281917171959101,10.281917171959101,chr1:15500000-16000000
chr1,16000000,16500000,32.14757260596063,42.32173143694883,10.174158830988198,10.174158830988198,chr1:16000000-16500000
chr1,16500000,17000000,42.779784405010034,46.07229237705739,3.2925079720473533,3.2925079720473533,chr1:16500000-17000000
chr1,17000000,17500000,32.51724892652005,23.84457237291022,-8.672676553609826,8.672676553609826,chr1:17000000-17500000
chr1,17500000,18000000,24.233949281781115,27.3303814992769,3.096432217495785,3.096432217495785,chr1:17500000-18000000
chr1,18000000,18500000,4.918049759990295,5.480979097379879,0.5629293373895843,0.5629293373895843,chr1:18000000-18500000
chr1,18500000,19000000,18.604196186966824,26.38562329938092,7.781427112414097,7.781427112414097,chr1:18500000-19000000
chr1,19000000,19500000,42.76954351023159,36.443861237378634,-6.3256822728529585,6.3256822728529585,chr1:19000000-19500000
chr1,19500000,20000000,20.485276005189693,21.538843009305335,1.0535670041156422,1.0535670041156422,chr1:19500000-20000000
chr1,20000000,20500000,17.031575785488812,18.21257676520441,1.1810009797155985,1.1810009797155985,chr1:20000000-20500000
chr1,20500000,21000000,27.996411131230435,37.920205608392216,9.923794477161781,9.923794477161781,chr1:20500000-21000000
chr1,21000000,21500000,26.11189770684326,25.86508939577739,-0.24680831106586965,0.24680831106586965,chr1:21000000-21500000
chr1,21500000,22000000,44.483281478846074,45.7433690062438,1.2600875273977294,1.2600875273977294,chr1:21500000-22000000
chr1,22000000,22500000,13.375218668600331,16.21993045368504,2.8447117850847103,2.8447117850847103,chr1:22000000-22500000
chr1,22500000,23000000,14.990265382563448,13.794752568667139,-1.1955128138963094,1.1955128138963094,chr1:22500000-23000000
chr1,23000000,23500000,7.884945285904999,10.117861570046058,2.2329162841410586,2.2329162841410586,chr1:23000000-23500000
chr1,23500000,24000000,24.871538822364332,29.480190033640707,4.608651211276374,4.608651211276374,chr1:23500000-24000000
chr1,24000000,24500000,30.488071602431507,33.821848080777386,3.3337764783458788,3.3337764783458788,chr1:24000000-24500000
chr1,24500000,25000000,18.629778068116277,22.558947224032604,3.929169155916327,3.929169155916327,chr1:24500000-25000000
chr1,25000000,25500000,15.3173676342006,13.45461650347393,-1.8627511307266698,1.8627511307266698,chr1:25000000-25500000
chr1,25500000,26000000,24.48058910021682,28.34828809341503,3.867698993198207,3.867698993198207,chr1:25500000-26000000
chr1,26000000,26500000,20.067635339531563,21.524993621690353,1.4573582821587898,1.4573582821587898,chr1:26000000-26500000
chr1,26500000,27000000,28.47193780480222,34.36615602402092,5.894218219218697,5.894218219218697,chr1:26500000-27000000
chr1,27000000,27500000,33.71783781980455,34.26001073986862,0.5421729200640684,0.5421729200640684,chr1:27000000-27500000
chr1,27500000,28000000,20.315395274628006,29.25306172920141,8.937666454573403,8.937666454573403,chr1:27500000-28000000
chr1,28000000,28500000,20.750259720530003,15.741591268610689,-5.0086684519193145,5.0086684519193145,chr1:28000000-28500000
chr1,28500000,29000000,29.394549377242097,31.61142417375604,2.2168747965139417,2.2168747965139417,chr1:28500000-29000000
chr1,29000000,29500000,20.293198541318393,25.282760717261553,4.98956217594316,4.98956217594316,chr1:29000000-29500000
chr1,29500000,30000000,32.134126291324144,37.0738278447879,4.939701553463756,4.939701553463756,chr1:29500000-30000000
chr1,30000000,30500000,1.4689581689233717,2.014033343961748,0.5450751750383762,0.5450751750383762,chr1:30000000-30500000
chr1,30500000,31000000,15.589220466026298,7.667715620593321,-7.921504845432977,7.921504845432977,chr1:30500000-31000000
chr1,31000000,31500000,19.02027373062828,18.674251477689463,-0.34602225293881617,0.34602225293881617,chr1:31000000-31500000
chr1,31500000,32000000,16.884489059197893,23.795715077600445,6.911226018402552,6.911226018402552,chr1:31500000-32000000
chr1,32000000,32500000,21.071915755835096,28.663949634595614,7.5920338787605175,7.5920338787605175,chr1:32000000-32500000
chr1,32500000,33000000,21.327819820643324,24.251425010061663,2.923605189418339,2.923605189418339,chr1:32500000-33000000
chr1,33000000,33500000,16.582897713266124,22.65073177047517,6.067834057209044,6.067834057209044,chr1:33000000-33500000
chr1,33500000,34000000,26.50972564483976,31.068209801115074,4.558484156275313,4.558484156275313,chr1:33500000-34000000
chr1,34000000,34500000,2.462135348023492,1.473040920071834,-0.9890944279516583,0.9890944279516583,chr1:34000000-34500000
chr1,34500000,35000000,2.746334857480201,1.3395429314969347,-1.4067919259832664,1.4067919259832664,chr1:34500000-35000000
chr1,35000000,35500000,9.80481891830797,11.771108610676732,1.966289692368763,1.966289692368763,chr1:35000000-35500000
chr1,35500000,36000000,16.226611221361328,15.816248845601994,-0.410362375759334,0.410362375759334,chr1:35500000-36000000
chr1,36000000,36500000,17.962136389163287,22.147052925511286,4.184916536347998,4.184916536347998,chr1:36000000-36500000
chr1,36500000,37000000,25.74107915334424,27.402068375321363,1.6609892219771218,1.6609892219771218,chr1:36500000-37000000
chr1,37000000,37500000,18.096391615047988,9.081105969228453,-9.015285645819535,9.015285645819535,chr1:37000000-37500000
chr1,37500000,38000000,82.30356934679617,149.03757139274083,66.73400204594466,66.73400204594466,chr1:37500000-38000000
chr1,38000000,38500000,19.966609187971127,27.250144566818935,7.283535378847809,7.283535378847809,chr1:38000000-38500000
chr1,38500000,39000000,9.80002539228657,10.960691525251107,1.160666132964538,1.160666132964538,chr1:38500000-39000000
chr1,39000000,39500000,25.43237015553519,30.993507846613667,5.561137691078478,5.561137691078478,chr1:39000000-39500000
chr1,39500000,40000000,14.501512715993336,15.78188116037567,1.2803684443823347,1.2803684443823347,chr1:39500000-40000000
chr1,40000000,40500000,46.99182711220627,32.20425362262032,-14.787573489585952,14.787573489585952,chr1:40000000-40500000
chr1,40500000,41000000,34.10161254717604,23.387859085939116,-10.713753461236923,10.713753461236923,chr1:40500000-41000000
chr1,41000000,41500000,22.68450262107753,20.459632335724432,-2.2248702853530986,2.2248702853530986,chr1:41000000-41500000
chr1,41500000,42000000,16.711147443081405,20.84927704398568,4.138129600904275,4.138129600904275,chr1:41500000-42000000
chr1,42000000,42500000,3.4761873384229167,12.196410278108297,8.720222939685382,8.720222939685382,chr1:42000000-42500000
chr1,42500000,43000000,17.591806128687146,24.8245519394801,7.232745810792952,7.232745810792952,chr1:42500000-43000000
chr1,43000000,43500000,21.46110415145284,26.266917996011966,4.805813844559125,4.805813844559125,chr1:43000000-43500000
chr1,43500000,44000000,32.63030838618137,36.9694010155664,4.3390926293850285,4.3390926293850285,chr1:43500000-44000000
chr1,44000000,44500000,49.22670091151178,49.08143170407429,-0.1452692074374866,0.1452692074374866,chr1:44000000-44500000
chr1,44500000,45000000,16.152144161475473,13.507768022166678,-2.644376139308795,2.644376139308795,chr1:44500000-45000000
chr1,45000000,45500000,34.07677528727914,42.81479531768382,8.738020030404677,8.738020030404677,chr1:45000000-45500000
chr1,45500000,46000000,30.15314644183673,31.026061733969165,0.8729152921324363,0.8729152921324363,chr1:45500000-46000000
chr1,46000000,46500000,27.47053999943131,35.801080702560114,8.330540703128804,8.330540703128804,chr1:46000000-46500000
chr1,46500000,47000000,18.981203753645907,24.7721603859112,5.790956632265292,5.790956632265292,chr1:46500000-47000000
chr1,47000000,47500000,13.8184850337783,12.689102164840481,-1.1293828689378191,1.1293828689378191,chr1:47000000-47500000
chr1,47500000,48000000,15.407388071125663,24.949488871225444,9.542100800099782,9.542100800099782,chr1:47500000-48000000
chr1,48000000,48500000,11.045278477037275,11.975005299803023,0.9297268227657476,0.9297268227657476,chr1:48000000-48500000
chr1,48500000,49000000,13.248687971018859,10.91363204470215,-2.335055926316709,2.335055926316709,chr1:48500000-49000000
chr1,49000000,49500000,18.33954548619122,12.636120200431504,-5.703425285759716,5.703425285759716,chr1:49000000-49500000
chr1,49500000,50000000,1.1023646387560615,1.9373882697610294,0.8350236310049679,0.8350236310049679,chr1:49500000-50000000
chr1,50000000,50500000,11.203534635718425,0.9686941419328962,-10.234840493785528,10.234840493785528,chr1:50000000-50500000
chr1,50500000,51000000,6.138371192083857,7.187010248272792,1.048639056188935,1.048639056188935,chr1:50500000-51000000
chr1,51000000,51500000,32.29283944190458,46.74107347846915,14.448234036564564,14.448234036564564,chr1:51000000-51500000
chr1,51500000,52000000,17.808166891720834,23.18121003211678,5.373043140395946,5.373043140395946,chr1:51500000-52000000
chr1,52000000,52500000,20.805097286470264,22.12664674494279,1.321549458472525,1.321549458472525,chr1:52000000-52500000
chr1,52500000,53000000,25.808296314599705,36.003495959986004,10.1951996453863,10.1951996453863,chr1:52500000-53000000
chr1,53000000,53500000,44.255899996641105,30.545086097691044,-13.710813898950061,13.710813898950061,chr1:53000000-53500000
chr1,53500000,54000000,18.92594431105193,21.089156076234342,2.163211765182414,2.163211765182414,chr1:53500000-54000000
chr1,54000000,54500000,23.947936477432197,28.53138871619264,4.583452238760444,4.583452238760444,chr1:54000000-54500000
chr1,54500000,55000000,38.74554721956507,42.71009301331215,3.964545793747078,3.964545793747078,chr1:54500000-55000000
chr1,55000000,55500000,32.23571079204096,28.850809151087393,-3.3849016409535686,3.3849016409535686,chr1:55000000-55500000
chr1,55500000,56000000,32.94942702744626,18.795049264323907,-14.154377763122355,14.154377763122355,chr1:55500000-56000000
chr1,56000000,56500000,8.815088453384108,7.087733621897548,-1.7273548314865605,1.7273548314865605,chr1:56000000-56500000
chr1,56500000,57000000,40.763756637506816,33.48606598470471,-7.277690652802107,7.277690652802107,chr1:56500000-57000000
chr1,57000000,57500000,33.053001982095886,30.455559427882527,-2.597442554213359,2.597442554213359,chr1:57000000-57500000
chr1,57500000,58000000,29.153941435670355,13.065589834567838,-16.088351601102516,16.088351601102516,chr1:57500000-58000000
chr1,58000000,58500000,4.418552665848904,4.598629024437549,0.18007635858864468,0.18007635858864468,chr1:58000000-58500000
chr1,58500000,59000000,8.299302040416155,8.943825324194934,0.6445232837787795,0.6445232837787795,chr1:58500000-59000000
chr1,59000000,59500000,42.320089109959,53.82870841926428,11.508619309305281,11.508619309305281,chr1:59000000-59500000
chr1,59500000,60000000,17.401290767186484,14.460269094172341,-2.941021673014143,2.941021673014143,chr1:59500000-60000000
chr1,60000000,60500000,11.688337390705442,13.350144367057764,1.661806976352322,1.661806976352322,chr1:60000000-60500000
chr1,60500000,61000000,9.88523668563227,10.543728618820492,0.6584919331882215,0.6584919331882215,chr1:60500000-61000000
chr1,61000000,61500000,7.20499594000263,9.15267426211184,1.947678322109211,1.947678322109211,chr1:61000000-61500000
chr1,61500000,62000000,13.71565972088821,17.804277144820134,4.0886174239319235,4.0886174239319235,chr1:61500000-62000000
chr1,62000000,62500000,13.621622931304204,18.631287076682884,5.0096641453786805,5.0096641453786805,chr1:62000000-62500000
chr1,62500000,63000000,19.694152826832923,45.98539946371543,26.29124663688251,26.29124663688251,chr1:62500000-63000000
chr1,63000000,63500000,21.59042697413244,21.27009375603162,-0.3203332181008207,0.3203332181008207,chr1:63000000-63500000
chr1,63500000,64000000,12.642590407267997,22.143383989859878,9.50079358259188,9.50079358259188,chr1:63500000-64000000
chr1,64000000,64500000,20.458210640500635,21.0715495543034,0.6133389138027638,0.6133389138027638,chr1:64000000-64500000
chr1,64500000,65000000,7.0074620745161065,8.70895803389777,1.7014959593816643,1.7014959593816643,chr1:64500000-65000000
chr1,65000000,65500000,14.554813112408954,18.077613729035935,3.5228006166269807,3.5228006166269807,chr1:65000000-65500000
chr1,65500000,66000000,23.378409392960506,30.66932109191588,7.290911698955373,7.290911698955373,chr1:65500000-66000000
chr1,66000000,66500000,12.655846496202377,5.206650366499541,-7.449196129702837,7.449196129702837,chr1:66000000-66500000
chr1,66500000,67000000,7.487784745479302,8.79311664980278,1.3053319043234781,1.3053319043234781,chr1:66500000-67000000
chr1,67000000,67500000,20.95192283452455,30.14373609556203,9.191813261037481,9.191813261037481,chr1:67000000-67500000
chr1,67500000,68000000,31.718657520369103,28.19690822951256,-3.521749290856544,3.521749290856544,chr1:67500000-68000000
chr1,68000000,68500000,27.251753439850383,27.80626370635319,0.5545102665028061,0.5545102665028061,chr1:68000000-68500000
chr1,68500000,69000000,8.19383467128307,9.134969570423237,0.9411348991401667,0.9411348991401667,chr1:68500000-69000000
chr1,69000000,69500000,4.449332078075008,8.03871691012606,3.589384832051053,3.589384832051053,chr1:69000000-69500000
chr1,69500000,70000000,7.926634408085724,6.818376718323087,-1.1082576897626373,1.1082576897626373,chr1:69500000-70000000
chr1,70000000,70500000,1.7422376467241203,6.092824495755709,4.350586849031588,4.350586849031588,chr1:70000000-70500000
chr1,70500000,71000000,33.94052503990305,36.70515273160195,2.764627691698898,2.764627691698898,chr1:70500000-71000000
chr1,71000000,71500000,27.823898067939624,4.218722780333843,-23.605175287605782,23.605175287605782,chr1:71000000-71500000
chr1,71500000,72000000,7.18071362111323,9.976362056698774,2.7956484355855435,2.7956484355855435,chr1:71500000-72000000
chr1,72000000,72500000,2.6111378106545278,2.131127237790992,-0.48001057286353577,0.48001057286353577,chr1:72000000-72500000
chr1,72500000,73000000,8.244331219806764,10.15677796250861,1.912446742701846,1.912446742701846,chr1:72500000-73000000
chr1,73000000,73500000,0.8053234795839088,0.0,-0.8053234795839088,0.8053234795839088,chr1:73000000-73500000
chr1,73500000,74000000,2.320767672556751,2.712343323905513,0.3915756513487616,0.3915756513487616,chr1:73500000-74000000
chr1,74000000,74500000,0.2320767542359176,0.0,-0.2320767542359176,0.2320767542359176,chr1:74000000-74500000
chr1,74500000,75000000,13.629061126823526,16.262186348565898,2.6331252217423717,2.6331252217423717,chr1:74500000-75000000
chr1,75000000,75500000,23.851887701500456,32.998892176011026,9.14700447451057,9.14700447451057,chr1:75000000-75500000
chr1,75500000,76000000,7.029065186678903,3.971645949473932,-3.0574192372049707,3.0574192372049707,chr1:75500000-76000000
chr1,76000000,76500000,15.979805011567723,18.58286733202233,2.603062320454608,2.603062320454608,chr1:76000000-76500000
chr1,76500000,77000000,2.4356985796707122,2.9450729231383566,0.5093743434676443,0.5093743434676443,chr1:76500000-77000000
chr1,77000000,77500000,3.37087994214029,8.12707972910529,4.756199786965,4.756199786965,chr1:77000000-77500000
chr1,77500000,78000000,5.363650196167083,6.5567129002796225,1.1930627041125392,1.1930627041125392,chr1:77500000-78000000
chr1,78000000,78500000,20.34607924663,29.62690455948919,9.28082531285919,9.28082531285919,chr1:78000000-78500000
chr1,78500000,79000000,13.732556517404122,9.97070588785013,-3.761850629553992,3.761850629553992,chr1:78500000-79000000
chr1,79000000,79500000,3.9329319261983944,3.668389817937908,-0.2645421082604864,0.2645421082604864,chr1:79000000-79500000
chr1,79500000,80000000,0.5778806227529778,0.5562932727760376,-0.02158734997694023,0.02158734997694023,chr1:79500000-80000000
chr1,80000000,80500000,2.946328685322746,0.8718247217956938,-2.074503963527052,2.074503963527052,chr1:80000000-80500000
chr1,80500000,81000000,3.0687429917879046,1.3935674366688018,-1.6751755551191028,1.6751755551191028,chr1:80500000-81000000
chr1,81000000,81500000,12.394717699432764,9.567686886948396,-2.8270308124843684,2.8270308124843684,chr1:81000000-81500000
chr1,81500000,82000000,1.551115327437724,5.531497611273472,3.9803822838357474,3.9803822838357474,chr1:81500000-82000000
chr1,82000000,82500000,37.407617202966414,54.56415461941955,17.156537416453133,17.156537416453133,chr1:82000000-82500000
chr1,82500000,83000000,5.6480959239281905,3.980663698681262,-1.6674322252469285,1.6674322252469285,chr1:82500000-83000000
chr1,83000000,83500000,2.075160240059468,4.210888350059916,2.1357281100004477,2.1357281100004477,chr1:83000000-83500000
chr1,83500000,84000000,5.572366484567738,7.39294064938921,1.8205741648214726,1.8205741648214726,chr1:83500000-84000000
chr1,84000000,84500000,8.257639477432027,9.075723040804203,0.8180835633721752,0.8180835633721752,chr1:84000000-84500000
chr1,84500000,85000000,18.43221219310415,27.9123667158797,9.48015452277555,9.48015452277555,chr1:84500000-85000000
chr1,85000000,85500000,18.452618459608672,15.612248681846316,-2.8403697777623567,2.8403697777623567,chr1:85000000-85500000
chr1,85500000,86000000,16.507595697999434,18.21818821572018,1.7105925177207446,1.7105925177207446,chr1:85500000-86000000
chr1,86000000,86500000,18.596575794391306,31.733739341060954,13.137163546669647,13.137163546669647,chr1:86000000-86500000
chr1,86500000,87000000,3.3029728605806947,6.373370521657026,3.0703976610763317,3.0703976610763317,chr1:86500000-87000000
chr1,87000000,87500000,20.23959019056984,27.959889706607452,7.720299516037613,7.720299516037613,chr1:87000000-87500000
chr1,87500000,88000000,20.05767538705749,26.271708002922097,6.214032615864607,6.214032615864607,chr1:87500000-88000000
chr1,88000000,88500000,4.154845480899749,3.260326794123226,-0.8945186867765234,0.8945186867765234,chr1:88000000-88500000
chr1,88500000,89000000,6.039772917702184,7.7443597294969075,1.7045868117947238,1.7045868117947238,chr1:88500000-89000000
chr1,89000000,89500000,24.715647945195062,29.359612074967217,4.643964129772154,4.643964129772154,chr1:89000000-89500000
chr1,89500000,90000000,13.615411692954869,13.586689339804904,-0.02872235314996452,0.02872235314996452,chr1:89500000-90000000
chr1,90000000,90500000,10.786784220346922,19.085476121770267,8.298691901423345,8.298691901423345,chr1:90000000-90500000
chr1,90500000,91000000,17.397435231653816,4.137240023226352,-13.260195208427465,13.260195208427465,chr1:90500000-91000000
chr1,91000000,91500000,12.805952017040958,29.530908619295,16.724956602254043,16.724956602254043,chr1:91000000-91500000
chr1,91500000,92000000,12.773564756385683,10.333530045582759,-2.4400347108029248,2.4400347108029248,chr1:91500000-92000000
chr1,92000000,92500000,15.367723826348154,12.658739542666389,-2.7089842836817652,2.7089842836817652,chr1:92000000-92500000
chr1,92500000,93000000,9.323686184807665,18.63344070959158,9.309754524783914,9.309754524783914,chr1:92500000-93000000
chr1,93000000,93500000,20.159237836393707,30.58065065456821,10.421412818174502,10.421412818174502,chr1:93000000-93500000
chr1,93500000,94000000,30.287883981873463,32.526110418649,2.238226436775534,2.238226436775534,chr1:93500000-94000000
chr1,94000000,94500000,34.24213673018099,36.514230223696835,2.2720934935158468,2.2720934935158468,chr1:94000000-94500000
chr1,94500000,95000000,17.245388715140614,18.96766035912539,1.7222716439847758,1.7222716439847758,chr1:94500000-95000000
chr1,95000000,95500000,19.098878590136167,21.806257920368118,2.7073793302319515,2.7073793302319515,chr1:95000000-95500000
chr1,95500000,96000000,23.269678297688536,27.289185075055645,4.019506777367109,4.019506777367109,chr1:95500000-96000000
chr1,96000000,96500000,6.146906203091889,2.6520560512300833,-3.4948501518618054,3.4948501518618054,chr1:96000000-96500000
chr1,96500000,97000000,3.638429304446348,5.072062174479167,1.433632870032819,1.433632870032819,chr1:96500000-97000000
chr1,97000000,97500000,8.407238098378892,12.993462538737226,4.586224440358334,4.586224440358334,chr1:97000000-97500000
chr1,97500000,98000000,3.838811377296667,3.3522832533892464,-0.4865281239074206,0.4865281239074206,chr1:97500000-98000000
chr1,98000000,98500000,19.990532484709185,29.665389644686254,9.67485715997707,9.67485715997707,chr1:98000000-98500000
chr1,98500000,99000000,5.005189557483791,4.792606543384215,-0.21258301409957614,0.21258301409957614,chr1:98500000-99000000
chr1,99000000,99500000,13.432616014690538,30.31162325861957,16.87900724392903,16.87900724392903,chr1:99000000-99500000
chr1,99500000,100000000,3.486296461976609,3.059260638463015,-0.4270358235135938,0.4270358235135938,chr1:99500000-100000000
chr1,100000000,100500000,12.408702646420274,17.345041063895028,4.936338417474754,4.936338417474754,chr1:100000000-100500000
chr1,100500000,101000000,17.814069150287015,19.45112364024377,1.637054489956757,1.637054489956757,chr1:100500000-101000000
chr1,101000000,101500000,17.61462174445834,21.00136926354912,3.386747519090779,3.386747519090779,chr1:101000000-101500000
chr1,101500000,102000000,14.11834355001553,16.345713194466246,2.2273696444507163,2.2273696444507163,chr1:101500000-102000000
chr1,102000000,102500000,0.6092015250784452,0.0,-0.6092015250784452,0.6092015250784452,chr1:102000000-102500000
chr1,102500000,103000000,0.0,0.0,0.0,0.0,chr1:102500000-103000000
chr1,103000000,103500000,0.0,0.0,0.0,0.0,chr1:103000000-103500000
chr1,103500000,104000000,0.9863263075759926,0.0,-0.9863263075759926,0.9863263075759926,chr1:103500000-104000000
chr1,104000000,104500000,15.920411696569401,23.364112325610364,7.443700629040963,7.443700629040963,chr1:104000000-104500000
chr1,104500000,105000000,0.0,0.0,0.0,0.0,chr1:104500000-105000000
chr1,105000000,105500000,0.3401256248599193,0.0,-0.3401256248599193,0.3401256248599193,chr1:105000000-105500000
chr1,105500000,106000000,0.0,0.19373882941479953,0.19373882941479953,0.19373882941479953,chr1:105500000-106000000
chr1,106000000,106500000,0.6070780032325915,13.291608411426845,12.684530408194252,12.684530408194252,chr1:106000000-106500000
chr1,106500000,107000000,0.0,0.0,0.0,0.0,chr1:106500000-107000000
chr1,107000000,107500000,14.638099954164485,0.0,-14.638099954164485,14.638099954164485,chr1:107000000-107500000
chr1,107500000,108000000,10.02427975899564,12.599307565372536,2.5750278063768963,2.5750278063768963,chr1:107500000-108000000
chr1,108000000,108500000,1.4995200599722123,2.6875453120455037,1.1880252520732915,1.1880252520732915,chr1:108000000-108500000
chr1,108500000,109000000,2.3753830286499924,5.15146296257752,2.776079933927528,2.776079933927528,chr1:108500000-109000000
chr1,109000000,109500000,15.390985860322017,19.12104075718311,3.730054896861093,3.730054896861093,chr1:109000000-109500000
chr1,109500000,110000000,15.224729783177377,18.719270232749786,3.4945404495724084,3.4945404495724084,chr1:109500000-110000000
chr1,110000000,110500000,13.423158490107152,15.364317611538983,1.9411591214318307,1.9411591214318307,chr1:110000000-110500000
chr1,110500000,111000000,18.022025620074764,22.587759045215797,4.565733425141033,4.565733425141033,chr1:110500000-111000000
chr1,111000000,111500000,18.44029860134536,2.204111421792364,-16.236187179553,16.236187179553,chr1:111000000-111500000
chr1,111500000,112000000,20.107583330770076,19.280514886508687,-0.8270684442613891,0.8270684442613891,chr1:111500000-112000000
chr1,112000000,112500000,16.392742372601308,26.146208896831574,9.753466524230266,9.753466524230266,chr1:112000000-112500000
chr1,112500000,113000000,22.436238101350053,34.03155326147657,11.595315160126514,11.595315160126514,chr1:112500000-113000000
chr1,113000000,113500000,24.4546842575485,42.65234863708624,18.19766437953774,18.19766437953774,chr1:113000000-113500000
chr1,113500000,114000000,21.814718985912354,27.970231837481588,6.1555128515692346,6.1555128515692346,chr1:113500000-114000000
chr1,114000000,114500000,23.496208883602197,38.8894825149558,15.393273631353605,15.393273631353605,chr1:114000000-114500000
chr1,114500000,115000000,21.32760104823233,5.726356906986472,-15.60124414124586,15.60124414124586,chr1:114500000-115000000
chr1,115000000,115500000,25.355120936472378,28.968316446406295,3.6131955099339166,3.6131955099339166,chr1:115000000-115500000
chr1,115500000,116000000,2.5252277100790783,1.6901854325336987,-0.8350422775453796,0.8350422775453796,chr1:115500000-116000000
chr1,116000000,116500000,2.9989894945001327,5.484423450362282,2.4854339558621494,2.4854339558621494,chr1:116000000-116500000
chr1,116500000,117000000,18.668470524719627,20.489745560691865,1.8212750359722385,1.8212750359722385,chr1:116500000-117000000
chr1,117000000,117500000,8.358996437497952,12.80304199564049,4.4440455581425375,4.4440455581425375,chr1:117000000-117500000
chr1,117500000,118000000,26.04483067345131,23.48351038733073,-2.5613202861205835,2.5613202861205835,chr1:117500000-118000000
chr1,118000000,118500000,18.574324299976936,17.80343680746563,-0.7708874925113065,0.7708874925113065,chr1:118000000-118500000
chr1,118500000,119000000,3.9766220555160983,14.136591556485492,10.159969500969392,10.159969500969392,chr1:118500000-119000000
chr1,119000000,119500000,13.48642728225431,18.07616789680085,4.589740614546541,4.589740614546541,chr1:119000000-119500000
chr1,119500000,120000000,10.891987788553681,11.633887988974495,0.7419002004208135,0.7419002004208135,chr1:119500000-120000000
chr1,120000000,120500000,18.719848636753774,14.041911595530848,-4.6779370412229255,4.6779370412229255,chr1:120000000-120500000
chr1,120500000,121000000,5.961163969661505,5.921342955548387,-0.03982101411311767,0.03982101411311767,chr1:120500000-121000000
chr1,121000000,121500000,19.703519498259034,21.751473171242825,2.047953672983791,2.047953672983791,chr1:121000000-121500000
